us,Red,IR,Ratio,Ambient,Vel,Accel,Notes
785595275,11,86,0.1279,1703,NaN,NaN,
785852283,11,86,0.1279,1703,NaN,NaN,
785918290,11,86,0.1279,1703,NaN,NaN,
785979283,11,86,0.1279,1703,NaN,NaN,
786043283,11,86,0.1279,1703,NaN,NaN,
786105283,11,86,0.1279,1703,NaN,NaN,
786231285,11,86,0.1279,1703,NaN,NaN,
786416283,11,86,0.1279,1703,NaN,NaN,
786604449,11,86,0.1279,1703,NaN,NaN,
786667283,11,86,0.1279,1703,NaN,NaN,
786729283,11,86,0.1279,1703,NaN,NaN,
786855289,11,86,0.1279,1703,NaN,NaN,
787044283,11,86,0.1279,1703,NaN,NaN,
787106281,17,191,0.089,1826,-0.0682,-0.0159,
787294283,18,203,0.0887,1743,0.1457,0.0207,
787480288,18,203,0.0887,1743,0.1457,0.0207,
787544269,18,203,0.0887,1743,0.1457,0.0207,
787606283,18,203,0.0887,1743,0.1457,0.0207,
787667283,18,203,0.0887,1743,0.1457,0.0207,
787731032,18,203,0.0887,1743,0.1457,0.0207,
787794288,18,203,0.0887,1743,0.1457,0.0207,
787919283,18,203,0.0887,1743,0.1457,0.0207,
788104288,18,203,0.0887,1743,0.1457,0.0207,
788167283,18,203,0.0887,1743,0.1457,0.0207,
788228283,34,390,0.0872,914,0.0033,0.01,
788291284,56,571,0.0981,1442,0.0011,-0.0002,
788544284,56,571,0.0981,1442,0.0011,-0.0002,
788728277,60,748,0.0802,833,0.0281,0.0047,
788794283,60,748,0.0802,833,0.0281,0.0047,
788917283,60,748,0.0802,833,0.0281,0.0047,
789168283,60,748,0.0802,833,0.0281,0.0047,
789231283,60,748,0.0802,833,0.0281,0.0047,
789357288,60,748,0.0802,833,0.0281,0.0047,
789418283,60,748,0.0802,833,0.0281,0.0047,
789604281,60,748,0.0802,833,0.0281,0.0047,
789729283,60,748,0.0802,833,0.0281,0.0047,
789792284,60,748,0.0802,833,0.0281,0.0047,
789916281,15,164,0.0915,985,0.0112,0.0176,
790042283,15,164,0.0915,985,0.0112,0.0176,
790292283,15,164,0.0915,985,0.0112,0.0176,
790416283,15,164,0.0915,985,0.0112,0.0176,
790667283,15,164,0.0915,985,0.0112,0.0176,
790728283,18,208,0.0865,1426,-0.0682,-0.043,
790788287,18,208,0.0865,1426,-0.0682,-0.043,
790852826,18,208,0.0865,1426,-0.0682,-0.043,
790915288,18,208,0.0865,1426,-0.0682,-0.043,
790979283,18,208,0.0865,1426,-0.0682,-0.043,
791229283,18,208,0.0865,1426,-0.0682,-0.043,
791290278,18,208,0.0865,1426,-0.0682,-0.043,
791353287,18,208,0.0865,1426,-0.0682,-0.043,
791415287,18,208,0.0865,1426,-0.0682,-0.043,
791541283,18,208,0.0865,1426,-0.0682,-0.043,
791915283,18,208,0.0865,1426,-0.0682,-0.043,
791977283,18,208,0.0865,1426,-0.0682,-0.043,
792039283,18,208,0.0865,1426,-0.0682,-0.043,
792167283,18,208,0.0865,1426,-0.0682,-0.043,
792416563,18,208,0.0865,1426,-0.0682,-0.043,
792478283,18,208,0.0865,1426,-0.0682,-0.043,
792540283,18,208,0.0865,1426,-0.0682,-0.043,
792602283,22,321,0.0685,1618,-0.0951,0.1258,
792666091,22,321,0.0685,1618,-0.0951,0.1258,
792728280,22,321,0.0685,1618,-0.0951,0.1258,
792788283,22,321,0.0685,1618,-0.0951,0.1258,
792849283,22,321,0.0685,1618,-0.0951,0.1258,
792910283,14,206,0.068,1783,-0.0694,-0.0127,
793289283,14,206,0.068,1783,-0.0694,-0.0127,
793414287,14,206,0.068,1783,-0.0694,-0.0127,
793476283,14,206,0.068,1783,-0.0694,-0.0127,
793537281,14,206,0.068,1783,-0.0694,-0.0127,
793600283,14,206,0.068,1783,-0.0694,-0.0127,
793662208,14,206,0.068,1783,-0.0694,-0.0127,
793724285,14,206,0.068,1783,-0.0694,-0.0127,
793787283,14,206,0.068,1783,-0.0694,-0.0127,
793849290,14,206,0.068,1783,-0.0694,-0.0127,
793914283,14,206,0.068,1783,-0.0694,-0.0127,
793976323,14,206,0.068,1783,-0.0694,-0.0127,
794037285,14,206,0.068,1783,-0.0694,-0.0127,
794161283,14,206,0.068,1783,-0.0694,-0.0127,
794415283,14,206,0.068,1783,-0.0694,-0.0127,
794606080,14,206,0.068,1783,-0.0694,-0.0127,
794730278,14,206,0.068,1783,-0.0694,-0.0127,
794919798,14,206,0.068,1783,-0.0694,-0.0127,
794982283,14,206,0.068,1783,-0.0694,-0.0127,
795043290,11,192,0.0573,1153,-0.023,-0.004,
795107283,11,192,0.0573,1153,-0.023,-0.004,
795231847,11,192,0.0573,1153,-0.023,-0.004,
795356283,11,192,0.0573,1153,-0.023,-0.004,
795481283,11,192,0.0573,1153,-0.023,-0.004,
795543861,11,192,0.0573,1153,-0.023,-0.004,
795606283,11,192,0.0573,1153,-0.023,-0.004,
795732283,11,192,0.0573,1153,-0.023,-0.004,
795793613,11,192,0.0573,1153,-0.023,-0.004,
795856301,11,192,0.0573,1153,-0.023,-0.004,
795917562,11,192,0.0573,1153,-0.023,-0.004,
796043290,11,192,0.0573,1153,-0.023,-0.004,
796105283,11,192,0.0573,1153,-0.023,-0.004,
796291283,11,192,0.0573,1153,-0.023,-0.004,
796354283,11,192,0.0573,1153,-0.023,-0.004,
796416283,11,192,0.0573,1153,-0.023,-0.004,
796480066,11,192,0.0573,1153,-0.023,-0.004,
796541855,11,192,0.0573,1153,-0.023,-0.004,
796790295,-28,-401,0.0698,919,0.0377,0.0064,
796915091,-28,-401,0.0698,919,0.0377,0.0064,
797101204,-28,-401,0.0698,919,0.0377,0.0064,
797163285,-28,-401,0.0698,919,0.0377,0.0064,
797413720,-28,-401,0.0698,919,0.0377,0.0064,
797602283,-28,-401,0.0698,919,0.0377,0.0064,
797854283,-28,-401,0.0698,919,0.0377,0.0064,
798040850,-28,-401,0.0698,919,0.0377,0.0064,
798103283,-28,-401,0.0698,919,0.0377,0.0064,
798166278,-28,-401,0.0698,919,0.0377,0.0064,
798289574,-58,-682,0.085,1178,0.0248,0.0042,
798349993,-58,-682,0.085,1178,0.0248,0.0042,
798473278,-58,-682,0.085,1178,0.0248,0.0042,
798661796,-58,-682,0.085,1178,0.0248,0.0042,
798723290,-58,-682,0.085,1178,0.0248,0.0042,
798786287,-58,-682,0.085,1178,0.0248,0.0042,
798847283,-58,-682,0.085,1178,0.0248,0.0042,
798974005,-58,-682,0.085,1178,0.0248,0.0042,
799038303,-58,-682,0.085,1178,0.0248,0.0042,
799099283,-58,-682,0.085,1178,0.0248,0.0042,
799161283,-58,-682,0.085,1178,0.0248,0.0042,
799223665,-58,-682,0.085,1178,0.0248,0.0042,
799411287,-58,-682,0.085,1178,0.0248,0.0042,
799601793,-58,-682,0.085,1178,0.0248,0.0042,
799727283,-58,-682,0.085,1178,0.0248,0.0042,
799851283,-58,-682,0.085,1178,0.0248,0.0042,
799911855,-58,-682,0.085,1178,0.0248,0.0042,
800036626,-58,-682,0.085,1178,0.0248,0.0042,
800098283,-58,-682,0.085,1178,0.0248,0.0042,
800160283,-58,-682,0.085,1178,0.0248,0.0042,
800286287,-58,-682,0.085,1178,0.0248,0.0042,
800348283,-58,-682,0.085,1178,0.0248,0.0042,
800410283,-58,-682,0.085,1178,0.0248,0.0042,
800536250,-58,-682,0.085,1178,0.0248,0.0042,
800600288,-58,-682,0.085,1178,0.0248,0.0042,
800662283,-58,-682,0.085,1178,0.0248,0.0042,
800785283,-58,-682,0.085,1178,0.0248,0.0042,
800851022,-5,-56,0.0893,1647,-0.0776,-0.0155,
801036296,-5,-56,0.0893,1647,-0.0776,-0.0155,
801286283,-5,-56,0.0893,1647,-0.0776,-0.0155,
801347283,-5,-56,0.0893,1647,-0.0776,-0.0155,
801477451,-5,-56,0.0893,1647,-0.0776,-0.0155,
801539283,-5,-56,0.0893,1647,-0.0776,-0.0155,
801725283,-5,-56,0.0893,1647,-0.0776,-0.0155,
801913278,21,286,0.0734,1015,0.0845,0.0097,
802036283,12,214,0.0561,1410,0.1416,0.0285,
802098056,12,214,0.0561,1410,0.1416,0.0285,
802160288,12,214,0.0561,1410,0.1416,0.0285,
802346283,-50,-1003,0.0499,1478,0.0144,-0.0078,
802412281,-50,-1003,0.0499,1478,0.0144,-0.0078,
802477283,-50,-1003,0.0499,1478,0.0144,-0.0078,
802540283,-50,-1003,0.0499,1478,0.0144,-0.0078,
802662283,-50,-1003,0.0499,1478,0.0144,-0.0078,
802849283,-50,-1003,0.0499,1478,0.0144,-0.0078,
802914283,-50,-1003,0.0499,1478,0.0144,-0.0078,
802978091,-50,-1003,0.0499,1478,0.0144,-0.0078,
803040292,-50,-1003,0.0499,1478,0.0144,-0.0078,
803164283,-50,-1003,0.0499,1478,0.0144,-0.0078,
803225283,-50,-1003,0.0499,1478,0.0144,-0.0078,
803475283,-50,-1003,0.0499,1478,0.0144,-0.0078,
803724278,-50,-1003,0.0499,1478,0.0144,-0.0078,
803785283,-50,-1003,0.0499,1478,0.0144,-0.0078,
804158273,-50,-1003,0.0499,1478,0.0144,-0.0078,
804222283,-50,-1003,0.0499,1478,0.0144,-0.0078,
804346285,-50,-1003,0.0499,1478,0.0144,-0.0078,
804409283,-50,-1003,0.0499,1478,0.0144,-0.0078,
804658290,-50,-1003,0.0499,1478,0.0144,-0.0078,
804720283,-50,-1003,0.0499,1478,0.0144,-0.0078,
804782283,-50,-1003,0.0499,1478,0.0144,-0.0078,
804845283,-50,-1003,0.0499,1478,0.0144,-0.0078,
804909327,-50,-1003,0.0499,1478,0.0144,-0.0078,
805096091,-50,-1003,0.0499,1478,0.0144,-0.0078,
805158283,-50,-1003,0.0499,1478,0.0144,-0.0078,
805345637,-50,-1003,0.0499,1478,0.0144,-0.0078,
805473282,26,423,0.0615,1382,0.3267,0.0778,
805535740,26,423,0.0615,1382,0.3267,0.0778,
805659287,26,423,0.0615,1382,0.3267,0.0778,
805973282,26,423,0.0615,1382,0.3267,0.0778,
806036282,26,423,0.0615,1382,0.3267,0.0778,
806097282,26,423,0.0615,1382,0.3267,0.0778,
806222282,26,423,0.0615,1382,0.3267,0.0778,
806284288,26,423,0.0615,1382,0.3267,0.0778,
806472422,26,423,0.0615,1382,0.3267,0.0778,
806533276,26,423,0.0615,1382,0.3267,0.0778,
806660282,26,423,0.0615,1382,0.3267,0.0778,
806721282,26,423,0.0615,1382,0.3267,0.0778,
806906282,26,423,0.0615,1382,0.3267,0.0778,
806971282,26,423,0.0615,1382,0.3267,0.0778,
807094983,26,423,0.0615,1382,0.3267,0.0778,
807156287,26,423,0.0615,1382,0.3267,0.0778,
807221091,26,423,0.0615,1382,0.3267,0.0778,
807283282,26,423,0.0615,1382,0.3267,0.0778,
807407044,26,423,0.0615,1382,0.3267,0.0778,
807469287,26,423,0.0615,1382,0.3267,0.0778,
807533287,26,423,0.0615,1382,0.3267,0.0778,
807596282,26,423,0.0615,1382,0.3267,0.0778,
807845282,26,423,0.0615,1382,0.3267,0.0778,
807969282,26,423,0.0615,1382,0.3267,0.0778,
808093284,26,423,0.0615,1382,0.3267,0.0778,
808157282,26,423,0.0615,1382,0.3267,0.0778,
808468282,26,423,0.0615,1382,0.3267,0.0778,
808529282,26,423,0.0615,1382,0.3267,0.0778,
808591282,26,423,0.0615,1382,0.3267,0.0778,
808717288,26,423,0.0615,1382,0.3267,0.0778,
808779946,-1,-14,0.0714,1627,-0.3929,-0.1069,
808842287,-1,-14,0.0714,1627,-0.3929,-0.1069,
808904282,-1,-14,0.0714,1627,-0.3929,-0.1069,
808967962,-1,-14,0.0714,1627,-0.3929,-0.1069,
809031097,-1,-14,0.0714,1627,-0.3929,-0.1069,
809215282,-1,-14,0.0714,1627,-0.3929,-0.1069,
809406282,15,267,0.0562,851,0.9704,0.1775,
809467282,15,267,0.0562,851,0.9704,0.1775,
809528282,15,267,0.0562,851,0.9704,0.1775,
809592522,15,267,0.0562,851,0.9704,0.1775,
809717282,15,267,0.0562,851,0.9704,0.1775,
809778282,15,267,0.0562,851,0.9704,0.1775,
809840282,15,267,0.0562,851,0.9704,0.1775,
810094282,15,267,0.0562,851,0.9704,0.1775,
810283276,15,267,0.0562,851,0.9704,0.1775,
810596272,15,267,0.0562,851,0.9704,0.1775,
810664300,15,267,0.0562,851,0.9704,0.1775,
810726282,15,267,0.0562,851,0.9704,0.1775,
810792058,15,267,0.0562,851,0.9704,0.1775,
810919282,15,267,0.0562,851,0.9704,0.1775,
810981282,15,267,0.0562,851,0.9704,0.1775,
811044282,15,267,0.0562,851,0.9704,0.1775,
811107067,15,267,0.0562,851,0.9704,0.1775,
811171342,15,267,0.0562,851,0.9704,0.1775,
811233282,15,267,0.0562,851,0.9704,0.1775,
811294282,15,267,0.0562,851,0.9704,0.1775,
811355282,15,267,0.0562,851,0.9704,0.1775,
811480273,15,267,0.0562,851,0.9704,0.1775,
811606278,15,267,0.0562,851,0.9704,0.1775,
811728966,5,64,0.0781,1772,0.0466,0.2074,
811856278,5,64,0.0781,1772,0.0466,0.2074,
811980278,5,64,0.0781,1772,0.0466,0.2074,
812043724,5,64,0.0781,1772,0.0466,0.2074,
812107278,5,64,0.0781,1772,0.0466,0.2074,
812168278,9,169,0.0533,1712,-0.0244,0.061,
812230278,9,169,0.0533,1712,-0.0244,0.061,
812292278,13,303,0.0429,1075,-0.08,-0.0159,
812665166,13,303,0.0429,1075,-0.08,-0.0159,
812793282,13,303,0.0429,1075,-0.08,-0.0159,
812917282,13,303,0.0429,1075,-0.08,-0.0159,
812981077,13,303,0.0429,1075,-0.08,-0.0159,
813166122,13,303,0.0429,1075,-0.08,-0.0159,
813229122,13,303,0.0429,1075,-0.08,-0.0159,
813605387,13,303,0.0429,1075,-0.08,-0.0159,
813667282,13,303,0.0429,1075,-0.08,-0.0159,
814103282,13,303,0.0429,1075,-0.08,-0.0159,
814165282,13,303,0.0429,1075,-0.08,-0.0159,
814228936,13,303,0.0429,1075,-0.08,-0.0159,
814542420,13,303,0.0429,1075,-0.08,-0.0159,
814604282,13,303,0.0429,1075,-0.08,-0.0159,
814666282,13,303,0.0429,1075,-0.08,-0.0159,
814854838,13,303,0.0429,1075,-0.08,-0.0159,
815041282,13,303,0.0429,1075,-0.08,-0.0159,
815416282,13,303,0.0429,1075,-0.08,-0.0159,
815542282,13,303,0.0429,1075,-0.08,-0.0159,
815604282,13,303,0.0429,1075,-0.08,-0.0159,
815666282,13,303,0.0429,1075,-0.08,-0.0159,
815792458,13,303,0.0429,1075,-0.08,-0.0159,
815916282,5,101,0.0495,1666,0.305,0.0684,
816043282,5,101,0.0495,1666,0.305,0.0684,
816228282,5,101,0.0495,1666,0.305,0.0684,
816541297,5,101,0.0495,1666,0.305,0.0684,
816603355,5,101,0.0495,1666,0.305,0.0684,
816850282,5,101,0.0495,1666,0.305,0.0684,
816974282,5,101,0.0495,1666,0.305,0.0684,
817040679,5,101,0.0495,1666,0.305,0.0684,
817103282,5,101,0.0495,1666,0.305,0.0684,
817164276,5,101,0.0495,1666,0.305,0.0684,
817289122,5,101,0.0495,1666,0.305,0.0684,
817353438,5,101,0.0495,1666,0.305,0.0684,
817414122,5,101,0.0495,1666,0.305,0.0684,
817475426,5,101,0.0495,1666,0.305,0.0684,
817600278,35,526,0.0665,1008,0.0243,0.0109,
817662277,35,526,0.0665,1008,0.0243,0.0109,
817723276,35,526,0.0665,1008,0.0243,0.0109,
817851282,35,526,0.0665,1008,0.0243,0.0109,
818225282,35,526,0.0665,1008,0.0243,0.0109,
818477282,35,526,0.0665,1008,0.0243,0.0109,
818539282,35,526,0.0665,1008,0.0243,0.0109,
818600805,35,526,0.0665,1008,0.0243,0.0109,
818852282,35,526,0.0665,1008,0.0243,0.0109,
818975667,12,204,0.0588,1619,0.0252,0.029,
819162550,12,204,0.0588,1619,0.0252,0.029,
819223905,12,204,0.0588,1619,0.0252,0.029,
819347282,12,204,0.0588,1619,0.0252,0.029,
819410282,12,204,0.0588,1619,0.0252,0.029,
819661091,12,204,0.0588,1619,0.0252,0.029,
819973282,12,204,0.0588,1619,0.0252,0.029,
820098282,12,204,0.0588,1619,0.0252,0.029,
820221284,12,204,0.0588,1619,0.0252,0.029,
820285354,12,204,0.0588,1619,0.0252,0.029,
820346282,8,119,0.0672,1100,-0.0883,-0.0172,
820471494,8,119,0.0672,1100,-0.0883,-0.0172,
820534288,8,119,0.0672,1100,-0.0883,-0.0172,
820661569,8,119,0.0672,1100,-0.0883,-0.0172,
820723282,8,119,0.0672,1100,-0.0883,-0.0172,
820850282,8,119,0.0672,1100,-0.0883,-0.0172,
820914401,8,119,0.0672,1100,-0.0883,-0.0172,
821038282,8,119,0.0672,1100,-0.0883,-0.0172,
821349282,-24,-432,0.0556,1273,0.0226,0.0009,
821660282,-24,-432,0.0556,1273,0.0226,0.0009,
821722569,-24,-432,0.0556,1273,0.0226,0.0009,
821849282,-24,-432,0.0556,1273,0.0226,0.0009,
821911282,-24,-432,0.0556,1273,0.0226,0.0009,
821972282,-24,-432,0.0556,1273,0.0226,0.0009,
822160282,-24,-432,0.0556,1273,0.0226,0.0009,
822410276,-24,-432,0.0556,1273,0.0226,0.0009,
822534282,-24,-432,0.0556,1273,0.0226,0.0009,
822657969,-24,-432,0.0556,1273,0.0226,0.0009,
822783282,-24,-432,0.0556,1273,0.0226,0.0009,
822844276,-24,-432,0.0556,1273,0.0226,0.0009,
823161500,-24,-432,0.0556,1273,0.0226,0.0009,
823223282,-24,-432,0.0556,1273,0.0226,0.0009,
823283584,-24,-432,0.0556,1273,0.0226,0.0009,
823411285,-24,-432,0.0556,1273,0.0226,0.0009,
823472282,-24,-432,0.0556,1273,0.0226,0.0009,
823599089,-24,-432,0.0556,1273,0.0226,0.0009,
823661282,-24,-432,0.0556,1273,0.0226,0.0009,
823723282,18,243,0.0741,1525,-0.0521,0.0228,
823846628,18,243,0.0741,1525,-0.0521,0.0228,
823909351,18,243,0.0741,1525,-0.0521,0.0228,
823970288,18,243,0.0741,1525,-0.0521,0.0228,
824031282,18,243,0.0741,1525,-0.0521,0.0228,
824223392,18,243,0.0741,1525,-0.0521,0.0228,
824409282,18,243,0.0741,1525,-0.0521,0.0228,
824471282,18,243,0.0741,1525,-0.0521,0.0228,
824597304,18,243,0.0741,1525,-0.0521,0.0228,
824658632,18,243,0.0741,1525,-0.0521,0.0228,
824845044,18,243,0.0741,1525,-0.0521,0.0228,
825161280,18,243,0.0741,1525,-0.0521,0.0228,
825225282,18,243,0.0741,1525,-0.0521,0.0228,
825287282,18,243,0.0741,1525,-0.0521,0.0228,
825476804,18,243,0.0741,1525,-0.0521,0.0228,
825725282,18,243,0.0741,1525,-0.0521,0.0228,
825788284,5,64,0.0781,1236,-0.0403,-0.0107,
825918282,5,64,0.0781,1236,-0.0403,-0.0107,
826111282,5,64,0.0781,1236,-0.0403,-0.0107,
826236282,5,64,0.0781,1236,-0.0403,-0.0107,
826485282,5,64,0.0781,1236,-0.0403,-0.0107,
826734276,5,64,0.0781,1236,-0.0403,-0.0107,
826797282,5,64,0.0781,1236,-0.0403,-0.0107,
826922282,5,64,0.0781,1236,-0.0403,-0.0107,
826986287,5,64,0.0781,1236,-0.0403,-0.0107,
827110282,5,64,0.0781,1236,-0.0403,-0.0107,
827237282,5,64,0.0781,1236,-0.0403,-0.0107,
827299410,5,64,0.0781,1236,-0.0403,-0.0107,
827359304,5,64,0.0781,1236,-0.0403,-0.0107,
827421282,5,64,0.0781,1236,-0.0403,-0.0107,
827483282,5,64,0.0781,1236,-0.0403,-0.0107,
827545282,5,64,0.0781,1236,-0.0403,-0.0107,
827796748,5,64,0.0781,1236,-0.0403,-0.0107,
827859282,5,64,0.0781,1236,-0.0403,-0.0107,
828045282,5,64,0.0781,1236,-0.0403,-0.0107,
828171095,5,64,0.0781,1236,-0.0403,-0.0107,
828295286,5,64,0.0781,1236,-0.0403,-0.0107,
828357282,5,64,0.0781,1236,-0.0403,-0.0107,
828731282,5,64,0.0781,1236,-0.0403,-0.0107,
828857894,5,64,0.0781,1236,-0.0403,-0.0107,
828981286,5,64,0.0781,1236,-0.0403,-0.0107,
829047282,5,64,0.0781,1236,-0.0403,-0.0107,
829111282,5,64,0.0781,1236,-0.0403,-0.0107,
829235292,5,64,0.0781,1236,-0.0403,-0.0107,
829297286,5,64,0.0781,1236,-0.0403,-0.0107,
829359299,5,64,0.0781,1236,-0.0403,-0.0107,
829548282,5,64,0.0781,1236,-0.0403,-0.0107,
829609282,5,64,0.0781,1236,-0.0403,-0.0107,
829671282,10,100,0.1,1235,-0.07,0.0107,
829734282,10,100,0.1,1235,-0.07,0.0107,
829797845,10,100,0.1,1235,-0.07,0.0107,
829860282,10,100,0.1,1235,-0.07,0.0107,
829922282,10,100,0.1,1235,-0.07,0.0107,
830047282,10,100,0.1,1235,-0.07,0.0107,
830110016,16,204,0.0784,1038,-0.0143,-0.0103,
830360282,18,221,0.0814,1002,0.2739,0.0224,
830421993,18,221,0.0814,1002,0.2739,0.0224,
830483276,18,221,0.0814,1002,0.2739,0.0224,
830610282,18,221,0.0814,1002,0.2739,0.0224,
830795286,15,169,0.0888,398,0.0106,-0.0014,
830858282,15,169,0.0888,398,0.0106,-0.0014,
831045280,15,169,0.0888,398,0.0106,-0.0014,
831170285,15,169,0.0888,398,0.0106,-0.0014,
831480282,15,258,0.0581,846,0.0509,0.0044,
831542287,15,258,0.0581,846,0.0509,0.0044,
831793282,15,258,0.0581,846,0.0509,0.0044,
831857282,15,258,0.0581,846,0.0509,0.0044,
831981593,15,258,0.0581,846,0.0509,0.0044,
832168282,15,258,0.0581,846,0.0509,0.0044,
832480282,15,258,0.0581,846,0.0509,0.0044,
832541282,15,258,0.0581,846,0.0509,0.0044,
832667295,15,258,0.0581,846,0.0509,0.0044,
832920781,15,258,0.0581,846,0.0509,0.0044,
832982282,15,258,0.0581,846,0.0509,0.0044,
833045287,15,258,0.0581,846,0.0509,0.0044,
833169282,15,258,0.0581,846,0.0509,0.0044,
833229974,7,152,0.0461,917,-0.0504,-0.0124,
833356282,7,152,0.0461,917,-0.0504,-0.0124,
833419286,7,152,0.0461,917,-0.0504,-0.0124,
833481282,7,152,0.0461,917,-0.0504,-0.0124,
833856997,7,152,0.0461,917,-0.0504,-0.0124,
834230084,7,152,0.0461,917,-0.0504,-0.0124,
834355282,7,152,0.0461,917,-0.0504,-0.0124,
834481720,7,152,0.0461,917,-0.0504,-0.0124,
834607282,7,152,0.0461,917,-0.0504,-0.0124,
834668282,7,152,0.0461,917,-0.0504,-0.0124,
834793617,7,152,0.0461,917,-0.0504,-0.0124,
834856282,7,152,0.0461,917,-0.0504,-0.0124,
834979289,7,152,0.0461,917,-0.0504,-0.0124,
835043282,7,152,0.0461,917,-0.0504,-0.0124,
835292282,7,152,0.0461,917,-0.0504,-0.0124,
835543282,7,152,0.0461,917,-0.0504,-0.0124,
835980282,15,248,0.0605,713,0.0144,-0.5256,
836105282,15,248,0.0605,713,0.0144,-0.5256,
836229282,15,248,0.0605,713,0.0144,-0.5256,
836478287,15,248,0.0605,713,0.0144,-0.5256,
836541282,15,248,0.0605,713,0.0144,-0.5256,
836603282,14,193,0.0725,648,-0.1102,-0.02,
836730287,14,193,0.0725,648,-0.1102,-0.02,
836792282,14,193,0.0725,648,-0.1102,-0.02,
836853282,14,193,0.0725,648,-0.1102,-0.02,
836980665,14,193,0.0725,648,-0.1102,-0.02,
837105282,14,193,0.0725,648,-0.1102,-0.02,
837166282,14,193,0.0725,648,-0.1102,-0.02,
837413282,14,193,0.0725,648,-0.1102,-0.02,
837475282,12,231,0.0519,199,-0.0052,-0.0016,
837791282,12,231,0.0519,199,-0.0052,-0.0016,
837853282,12,231,0.0519,199,-0.0052,-0.0016,
838041283,12,231,0.0519,199,-0.0052,-0.0016,
838103283,12,231,0.0519,199,-0.0052,-0.0016,
838167092,12,231,0.0519,199,-0.0052,-0.0016,
838228865,12,231,0.0519,199,-0.0052,-0.0016,
838292282,1,20,0.05,931,-0.0684,0.0698,
838415304,1,20,0.05,931,-0.0684,0.0698,
838481434,1,20,0.05,931,-0.0684,0.0698,
838541280,1,20,0.05,931,-0.0684,0.0698,
838666282,1,20,0.05,931,-0.0684,0.0698,
838727282,1,20,0.05,931,-0.0684,0.0698,
838792300,1,20,0.05,931,-0.0684,0.0698,
838916282,1,20,0.05,931,-0.0684,0.0698,
838978282,1,20,0.05,931,-0.0684,0.0698,
839039282,1,20,0.05,931,-0.0684,0.0698,
839104282,22,596,0.0369,490,-0.0263,0.0039,
839165279,22,596,0.0369,490,-0.0263,0.0039,
839228287,22,596,0.0369,490,-0.0263,0.0039,
839290282,22,596,0.0369,490,-0.0263,0.0039,
839416282,22,596,0.0369,490,-0.0263,0.0039,
839478585,22,596,0.0369,490,-0.0263,0.0039,
839540282,22,596,0.0369,490,-0.0263,0.0039,
839601276,22,596,0.0369,490,-0.0263,0.0039,
839662282,22,596,0.0369,490,-0.0263,0.0039,
839788254,22,596,0.0369,490,-0.0263,0.0039,
839850287,22,596,0.0369,490,-0.0263,0.0039,
839911276,22,596,0.0369,490,-0.0263,0.0039,
840039282,22,596,0.0369,490,-0.0263,0.0039,
840100094,22,596,0.0369,490,-0.0263,0.0039,
840162287,22,596,0.0369,490,-0.0263,0.0039,
840223282,22,596,0.0369,490,-0.0263,0.0039,
840350282,22,596,0.0369,490,-0.0263,0.0039,
840413046,5,170,0.0294,866,-0.0602,-0.0196,
840728057,5,170,0.0294,866,-0.0602,-0.0196,
840789279,5,170,0.0294,866,-0.0602,-0.0196,
840851282,5,170,0.0294,866,-0.0602,-0.0196,
840978282,5,170,0.0294,866,-0.0602,-0.0196,
841039994,5,170,0.0294,866,-0.0602,-0.0196,
841101276,5,170,0.0294,866,-0.0602,-0.0196,
841163282,5,170,0.0294,866,-0.0602,-0.0196,
841227357,5,170,0.0294,866,-0.0602,-0.0196,
841288285,5,170,0.0294,866,-0.0602,-0.0196,
841410289,5,170,0.0294,866,-0.0602,-0.0196,
841472282,5,170,0.0294,866,-0.0602,-0.0196,
841722286,5,170,0.0294,866,-0.0602,-0.0196,
841912282,5,170,0.0294,866,-0.0602,-0.0196,
841972746,5,170,0.0294,866,-0.0602,-0.0196,
842034287,5,170,0.0294,866,-0.0602,-0.0196,
842096282,5,170,0.0294,866,-0.0602,-0.0196,
842158276,5,170,0.0294,866,-0.0602,-0.0196,
842222059,5,170,0.0294,866,-0.0602,-0.0196,
842284629,5,170,0.0294,866,-0.0602,-0.0196,
842347284,5,170,0.0294,866,-0.0602,-0.0196,
842411091,5,170,0.0294,866,-0.0602,-0.0196,
842473326,5,170,0.0294,866,-0.0602,-0.0196,
842535282,5,170,0.0294,866,-0.0602,-0.0196,
842658284,5,170,0.0294,866,-0.0602,-0.0196,
842722340,5,170,0.0294,866,-0.0602,-0.0196,
842782282,5,170,0.0294,866,-0.0602,-0.0196,
842844282,5,170,0.0294,866,-0.0602,-0.0196,
842971287,5,170,0.0294,866,-0.0602,-0.0196,
843097282,5,170,0.0294,866,-0.0602,-0.0196,
843159282,5,170,0.0294,866,-0.0602,-0.0196,
843220995,5,170,0.0294,866,-0.0602,-0.0196,
843283288,5,170,0.0294,866,-0.0602,-0.0196,
843346304,5,170,0.0294,866,-0.0602,-0.0196,
843409282,5,170,0.0294,866,-0.0602,-0.0196,
843658593,5,170,0.0294,866,-0.0602,-0.0196,
843781282,5,170,0.0294,866,-0.0602,-0.0196,
843907287,5,170,0.0294,866,-0.0602,-0.0196,
843971282,5,170,0.0294,866,-0.0602,-0.0196,
844032282,5,170,0.0294,866,-0.0602,-0.0196,
844093282,5,170,0.0294,866,-0.0602,-0.0196,
844286282,5,170,0.0294,866,-0.0602,-0.0196,
