us,Red,IR,Ratio,Ambient,Vel,Accel,Notes
674184974,31,410,0.0756,1251,0.1209,0.019,
674437283,31,410,0.0756,1251,0.1209,0.019,
674501390,31,410,0.0756,1251,0.1209,0.019,
674563283,31,410,0.0756,1251,0.1209,0.019,
674624283,31,410,0.0756,1251,0.1209,0.019,
674687283,31,410,0.0756,1251,0.1209,0.019,
674812756,31,410,0.0756,1251,0.1209,0.019,
674875283,31,410,0.0756,1251,0.1209,0.019,
675000283,31,410,0.0756,1251,0.1209,0.019,
675061283,35,366,0.0956,1679,-0.0271,-0.0106,
675124443,35,366,0.0956,1679,-0.0271,-0.0106,
675185284,35,366,0.0956,1679,-0.0271,-0.0106,
675312283,35,366,0.0956,1679,-0.0271,-0.0106,
675373626,15,187,0.0802,1963,-0.0673,-0.0163,
675436812,15,187,0.0802,1963,-0.0673,-0.0163,
675498284,15,187,0.0802,1963,-0.0673,-0.0163,
675623283,15,187,0.0802,1963,-0.0673,-0.0163,
675686283,15,187,0.0802,1963,-0.0673,-0.0163,
675875291,15,187,0.0802,1963,-0.0673,-0.0163,
675997321,28,365,0.0767,1799,0.0096,0.0223,
676121294,28,365,0.0767,1799,0.0096,0.0223,
676185283,28,365,0.0767,1799,0.0096,0.0223,
676246284,28,365,0.0767,1799,0.0096,0.0223,
676434285,28,365,0.0767,1799,0.0096,0.0223,
676560290,28,365,0.0767,1799,0.0096,0.0223,
676622741,28,365,0.0767,1799,0.0096,0.0223,
676685286,28,365,0.0767,1799,0.0096,0.0223,
676871283,28,365,0.0767,1799,0.0096,0.0223,
676996286,28,365,0.0767,1799,0.0096,0.0223,
677057290,28,365,0.0767,1799,0.0096,0.0223,
677184283,28,365,0.0767,1799,0.0096,0.0223,
677246283,28,365,0.0767,1799,0.0096,0.0223,
677308286,12,207,0.058,1324,-0.0126,-0.0003,
677369285,12,207,0.058,1324,-0.0126,-0.0003,
677434283,12,207,0.058,1324,-0.0126,-0.0003,
677558283,12,207,0.058,1324,-0.0126,-0.0003,
677682098,12,207,0.058,1324,-0.0126,-0.0003,
677743284,12,207,0.058,1324,-0.0126,-0.0003,
677805283,12,207,0.058,1324,-0.0126,-0.0003,
677930469,12,207,0.058,1324,-0.0126,-0.0003,
678055291,12,207,0.058,1324,-0.0126,-0.0003,
678116283,12,207,0.058,1324,-0.0126,-0.0003,
678178283,12,207,0.058,1324,-0.0126,-0.0003,
678242908,12,207,0.058,1324,-0.0126,-0.0003,
678369283,12,207,0.058,1324,-0.0126,-0.0003,
678493409,12,207,0.058,1324,-0.0126,-0.0003,
678555011,12,207,0.058,1324,-0.0126,-0.0003,
678620283,57,946,0.0603,1400,-0.014,-0.0017,
678744283,57,946,0.0603,1400,-0.014,-0.0017,
678994283,57,946,0.0603,1400,-0.014,-0.0017,
679117283,57,946,0.0603,1400,-0.014,-0.0017,
679178473,57,946,0.0603,1400,-0.014,-0.0017,
679364283,57,946,0.0603,1400,-0.014,-0.0017,
679492307,57,946,0.0603,1400,-0.014,-0.0017,
679680283,57,946,0.0603,1400,-0.014,-0.0017,
679743283,57,946,0.0603,1400,-0.014,-0.0017,
679931283,57,946,0.0603,1400,-0.014,-0.0017,
680055283,57,946,0.0603,1400,-0.014,-0.0017,
680180283,57,946,0.0603,1400,-0.014,-0.0017,
680242283,57,946,0.0603,1400,-0.014,-0.0017,
680303283,10,247,0.0405,2027,-0.2233,-0.0448,
680364283,10,247,0.0405,2027,-0.2233,-0.0448,
680430286,10,247,0.0405,2027,-0.2233,-0.0448,
680555283,10,247,0.0405,2027,-0.2233,-0.0448,
680617212,10,247,0.0405,2027,-0.2233,-0.0448,
680681283,10,247,0.0405,2027,-0.2233,-0.0448,
680743418,10,247,0.0405,2027,-0.2233,-0.0448,
680805283,10,247,0.0405,2027,-0.2233,-0.0448,
680991283,10,247,0.0405,2027,-0.2233,-0.0448,
681117290,10,247,0.0405,2027,-0.2233,-0.0448,
681178284,10,247,0.0405,2027,-0.2233,-0.0448,
681241283,10,247,0.0405,2027,-0.2233,-0.0448,
681303283,10,247,0.0405,2027,-0.2233,-0.0448,
681490290,10,247,0.0405,2027,-0.2233,-0.0448,
681616283,10,247,0.0405,2027,-0.2233,-0.0448,
681741284,10,247,0.0405,2027,-0.2233,-0.0448,
681803283,10,247,0.0405,2027,-0.2233,-0.0448,
682053283,10,247,0.0405,2027,-0.2233,-0.0448,
682115283,10,247,0.0405,2027,-0.2233,-0.0448,
682177283,35,636,0.055,1616,-0.0008,0.0181,
682240285,35,636,0.055,1616,-0.0008,0.0181,
682303337,35,636,0.055,1616,-0.0008,0.0181,
682365293,35,636,0.055,1616,-0.0008,0.0181,
682487283,35,636,0.055,1616,-0.0008,0.0181,
682550283,35,636,0.055,1616,-0.0008,0.0181,
682675361,35,636,0.055,1616,-0.0008,0.0181,
682799283,35,636,0.055,1616,-0.0008,0.0181,
682925913,35,636,0.055,1616,-0.0008,0.0181,
683050283,35,636,0.055,1616,-0.0008,0.0181,
683175297,35,636,0.055,1616,-0.0008,0.0181,
683361283,35,636,0.055,1616,-0.0008,0.0181,
683487283,35,636,0.055,1616,-0.0008,0.0181,
683738290,35,636,0.055,1616,-0.0008,0.0181,
683801283,35,636,0.055,1616,-0.0008,0.0181,
683863286,13,232,0.056,2074,0.0052,0.007,
684173095,13,232,0.056,2074,0.0052,0.007,
684423283,13,232,0.056,2074,0.0052,0.007,
684548290,13,232,0.056,2074,0.0052,0.007,
684609304,13,232,0.056,2074,0.0052,0.007,
684859290,13,232,0.056,2074,0.0052,0.007,
685112846,13,232,0.056,2074,0.0052,0.007,
685301282,13,232,0.056,2074,0.0052,0.007,
685362282,13,232,0.056,2074,0.0052,0.007,
685550283,13,232,0.056,2074,0.0052,0.007,
685614283,13,232,0.056,2074,0.0052,0.007,
685675283,12,280,0.0429,1888,-1.2293,-0.2223,
685737804,12,280,0.0429,1888,-1.2293,-0.2223,
685800283,12,280,0.0429,1888,-1.2293,-0.2223,
685862283,12,280,0.0429,1888,-1.2293,-0.2223,
685925283,12,280,0.0429,1888,-1.2293,-0.2223,
685985283,12,280,0.0429,1888,-1.2293,-0.2223,
686046303,12,280,0.0429,1888,-1.2293,-0.2223,
686234283,12,280,0.0429,1888,-1.2293,-0.2223,
686359286,12,280,0.0429,1888,-1.2293,-0.2223,
686421741,12,280,0.0429,1888,-1.2293,-0.2223,
686547283,12,280,0.0429,1888,-1.2293,-0.2223,
686673088,12,280,0.0429,1888,-1.2293,-0.2223,
686799283,12,280,0.0429,1888,-1.2293,-0.2223,
686859283,12,280,0.0429,1888,-1.2293,-0.2223,
686922283,12,280,0.0429,1888,-1.2293,-0.2223,
687111283,12,280,0.0429,1888,-1.2293,-0.2223,
687296286,12,280,0.0429,1888,-1.2293,-0.2223,
687359283,12,280,0.0429,1888,-1.2293,-0.2223,
687482283,12,280,0.0429,1888,-1.2293,-0.2223,
687543283,10,227,0.0441,2040,-0.0131,-0.0035,
687669285,10,227,0.0441,2040,-0.0131,-0.0035,
687800283,10,227,0.0441,2040,-0.0131,-0.0035,
687861283,10,227,0.0441,2040,-0.0131,-0.0035,
687984283,10,227,0.0441,2040,-0.0131,-0.0035,
688171283,6,100,0.06,2043,1.6876,0.3356,
688236435,6,100,0.06,2043,1.6876,0.3356,
688297305,6,100,0.06,2043,1.6876,0.3356,
688421284,6,100,0.06,2043,1.6876,0.3356,
688671634,6,100,0.06,2043,1.6876,0.3356,
688797283,6,100,0.06,2043,1.6876,0.3356,
688860456,6,100,0.06,2043,1.6876,0.3356,
688987283,6,100,0.06,2043,1.6876,0.3356,
689048283,6,100,0.06,2043,1.6876,0.3356,
689109283,6,100,0.06,2043,1.6876,0.3356,
689170901,6,100,0.06,2043,1.6876,0.3356,
689235096,6,100,0.06,2043,1.6876,0.3356,
689296283,6,100,0.06,2043,1.6876,0.3356,
689357283,6,100,0.06,2043,1.6876,0.3356,
689420610,6,100,0.06,2043,1.6876,0.3356,
689484036,6,100,0.06,2043,1.6876,0.3356,
689547280,6,100,0.06,2043,1.6876,0.3356,
689608285,6,100,0.06,2043,1.6876,0.3356,
689669285,6,100,0.06,2043,1.6876,0.3356,
689731284,6,100,0.06,2043,1.6876,0.3356,
689859280,6,100,0.06,2043,1.6876,0.3356,
689920283,6,100,0.06,2043,1.6876,0.3356,
689983283,21,449,0.0468,1796,-0.0427,-0.0038,
690171291,21,449,0.0468,1796,-0.0427,-0.0038,
690421527,21,449,0.0468,1796,-0.0427,-0.0038,
690546686,21,449,0.0468,1796,-0.0427,-0.0038,
690671305,21,449,0.0468,1796,-0.0427,-0.0038,
690732726,21,449,0.0468,1796,-0.0427,-0.0038,
690796285,21,449,0.0468,1796,-0.0427,-0.0038,
690920299,21,449,0.0468,1796,-0.0427,-0.0038,
690981283,21,449,0.0468,1796,-0.0427,-0.0038,
691111283,21,449,0.0468,1796,-0.0427,-0.0038,
691298883,21,449,0.0468,1796,-0.0427,-0.0038,
691486283,21,449,0.0468,1796,-0.0427,-0.0038,
691610283,21,449,0.0468,1796,-0.0427,-0.0038,
691737283,21,449,0.0468,1796,-0.0427,-0.0038,
691798284,21,449,0.0468,1796,-0.0427,-0.0038,
691860284,21,449,0.0468,1796,-0.0427,-0.0038,
691922284,21,449,0.0468,1796,-0.0427,-0.0038,
691985286,21,449,0.0468,1796,-0.0427,-0.0038,
692046291,21,449,0.0468,1796,-0.0427,-0.0038,
692108658,21,449,0.0468,1796,-0.0427,-0.0038,
692171283,21,449,0.0468,1796,-0.0427,-0.0038,
692232283,13,351,0.037,1744,-0.0127,0.0083,
692299843,13,351,0.037,1744,-0.0127,0.0083,
692611295,13,351,0.037,1744,-0.0127,0.0083,
692673290,13,351,0.037,1744,-0.0127,0.0083,
692735126,13,351,0.037,1744,-0.0127,0.0083,
693047291,13,351,0.037,1744,-0.0127,0.0083,
693109291,13,351,0.037,1744,-0.0127,0.0083,
693235449,13,351,0.037,1744,-0.0127,0.0083,
693296289,13,351,0.037,1744,-0.0127,0.0083,
693359291,6,163,0.0368,2011,-0.008,0.0359,
693424283,6,163,0.0368,2011,-0.008,0.0359,
693487283,6,163,0.0368,2011,-0.008,0.0359,
693609284,7,199,0.0352,2004,0.0126,0.0256,
693733126,7,199,0.0352,2004,0.0126,0.0256,
693797126,7,199,0.0352,2004,0.0126,0.0256,
693920279,7,199,0.0352,2004,0.0126,0.0256,
694043126,7,199,0.0352,2004,0.0126,0.0256,
694481190,7,199,0.0352,2004,0.0126,0.0256,
694545285,7,199,0.0352,2004,0.0126,0.0256,
694607283,7,199,0.0352,2004,0.0126,0.0256,
694731283,7,199,0.0352,2004,0.0126,0.0256,
694792758,7,199,0.0352,2004,0.0126,0.0256,
694855291,7,199,0.0352,2004,0.0126,0.0256,
695046283,7,199,0.0352,2004,0.0126,0.0256,
695107286,7,199,0.0352,2004,0.0126,0.0256,
695170284,7,199,0.0352,2004,0.0126,0.0256,
695297283,7,199,0.0352,2004,0.0126,0.0256,
695358283,7,199,0.0352,2004,0.0126,0.0256,
695421484,7,199,0.0352,2004,0.0126,0.0256,
695484283,7,199,0.0352,2004,0.0126,0.0256,
695733468,7,199,0.0352,2004,0.0126,0.0256,
695795283,7,199,0.0352,2004,0.0126,0.0256,
695857291,7,199,0.0352,2004,0.0126,0.0256,
695921283,7,199,0.0352,2004,0.0126,0.0256,
695981283,7,199,0.0352,2004,0.0126,0.0256,
696041909,7,199,0.0352,2004,0.0126,0.0256,
696104291,7,199,0.0352,2004,0.0126,0.0256,
696166283,7,199,0.0352,2004,0.0126,0.0256,
696292283,7,199,0.0352,2004,0.0126,0.0256,
696416291,7,199,0.0352,2004,0.0126,0.0256,
696477291,7,199,0.0352,2004,0.0126,0.0256,
696542283,7,199,0.0352,2004,0.0126,0.0256,
696666881,7,199,0.0352,2004,0.0126,0.0256,
696728284,7,199,0.0352,2004,0.0126,0.0256,
696853283,7,199,0.0352,2004,0.0126,0.0256,
696915289,7,199,0.0352,2004,0.0126,0.0256,
697106093,7,199,0.0352,2004,0.0126,0.0256,
697291285,7,199,0.0352,2004,0.0126,0.0256,
697352291,7,199,0.0352,2004,0.0126,0.0256,
697664291,7,199,0.0352,2004,0.0126,0.0256,
697792645,7,199,0.0352,2004,0.0126,0.0256,
697854283,7,199,0.0352,2004,0.0126,0.0256,
697915392,7,199,0.0352,2004,0.0126,0.0256,
697977307,7,199,0.0352,2004,0.0126,0.0256,
698102283,7,199,0.0352,2004,0.0126,0.0256,
698292535,7,199,0.0352,2004,0.0126,0.0256,
698416283,7,199,0.0352,2004,0.0126,0.0256,
698606289,7,199,0.0352,2004,0.0126,0.0256,
698792283,7,199,0.0352,2004,0.0126,0.0256,
698914296,7,199,0.0352,2004,0.0126,0.0256,
698977284,6,168,0.0357,1899,-0.0019,-0.0062,
699038302,6,168,0.0357,1899,-0.0019,-0.0062,
699100649,6,168,0.0357,1899,-0.0019,-0.0062,
699164470,6,168,0.0357,1899,-0.0019,-0.0062,
699289283,25,557,0.0449,1116,0.0148,0.0462,
699353299,25,557,0.0449,1116,0.0148,0.0462,
699414290,25,557,0.0449,1116,0.0148,0.0462,
699477958,25,557,0.0449,1116,0.0148,0.0462,
699542290,25,557,0.0449,1116,0.0148,0.0462,
699603283,25,557,0.0449,1116,0.0148,0.0462,
699664283,25,557,0.0449,1116,0.0148,0.0462,
699789679,25,557,0.0449,1116,0.0148,0.0462,
699852290,25,557,0.0449,1116,0.0148,0.0462,
699914289,25,557,0.0449,1116,0.0148,0.0462,
700038294,25,557,0.0449,1116,0.0148,0.0462,
700292290,25,557,0.0449,1116,0.0148,0.0462,
700354283,25,557,0.0449,1116,0.0148,0.0462,
700478284,25,557,0.0449,1116,0.0148,0.0462,
700542283,25,557,0.0449,1116,0.0148,0.0462,
700604283,25,557,0.0449,1116,0.0148,0.0462,
700666283,25,557,0.0449,1116,0.0148,0.0462,
700791290,25,557,0.0449,1116,0.0148,0.0462,
700853283,25,557,0.0449,1116,0.0148,0.0462,
700916283,25,557,0.0449,1116,0.0148,0.0462,
700978283,25,557,0.0449,1116,0.0148,0.0462,
701105283,25,557,0.0449,1116,0.0148,0.0462,
701288287,19,320,0.0594,1027,0.0233,0.004,
701351947,19,320,0.0594,1027,0.0233,0.004,
701540290,19,320,0.0594,1027,0.0233,0.004,
701668286,19,320,0.0594,1027,0.0233,0.004,
701914284,19,320,0.0594,1027,0.0233,0.004,
701978696,19,320,0.0594,1027,0.0233,0.004,
702041283,19,320,0.0594,1027,0.0233,0.004,
702228283,19,320,0.0594,1027,0.0233,0.004,
702415290,19,320,0.0594,1027,0.0233,0.004,
702666283,19,320,0.0594,1027,0.0233,0.004,
702727284,19,320,0.0594,1027,0.0233,0.004,
702790283,19,320,0.0594,1027,0.0233,0.004,
702978283,19,320,0.0594,1027,0.0233,0.004,
703040291,19,320,0.0594,1027,0.0233,0.004,
703166093,19,320,0.0594,1027,0.0233,0.004,
703290283,19,320,0.0594,1027,0.0233,0.004,
703351283,19,320,0.0594,1027,0.0233,0.004,
703414283,19,320,0.0594,1027,0.0233,0.004,
703539972,19,320,0.0594,1027,0.0233,0.004,
703665283,19,320,0.0594,1027,0.0233,0.004,
703726283,19,320,0.0594,1027,0.0233,0.004,
703790213,19,320,0.0594,1027,0.0233,0.004,
704038859,19,320,0.0594,1027,0.0233,0.004,
704163683,19,320,0.0594,1027,0.0233,0.004,
704285283,19,320,0.0594,1027,0.0233,0.004,
704346283,25,306,0.0817,1631,-0.0407,-0.0122,
704534290,25,306,0.0817,1631,-0.0407,-0.0122,
704597283,25,306,0.0817,1631,-0.0407,-0.0122,
704847289,25,306,0.0817,1631,-0.0407,-0.0122,
704909282,17,212,0.0802,1944,-0.0157,-0.0053,
704972270,17,212,0.0802,1944,-0.0157,-0.0053,
705097606,17,212,0.0802,1944,-0.0157,-0.0053,
705285100,17,212,0.0802,1944,-0.0157,-0.0053,
705348283,17,212,0.0802,1944,-0.0157,-0.0053,
705411282,17,212,0.0802,1944,-0.0157,-0.0053,
705472284,17,212,0.0802,1944,-0.0157,-0.0053,
705533282,17,212,0.0802,1944,-0.0157,-0.0053,
705783289,17,212,0.0802,1944,-0.0157,-0.0053,
705845282,17,212,0.0802,1944,-0.0157,-0.0053,
705971282,17,212,0.0802,1944,-0.0157,-0.0053,
706096289,17,212,0.0802,1944,-0.0157,-0.0053,
706286282,17,212,0.0802,1944,-0.0157,-0.0053,
706347100,17,212,0.0802,1944,-0.0157,-0.0053,
706595282,17,212,0.0802,1944,-0.0157,-0.0053,
706658247,17,212,0.0802,1944,-0.0157,-0.0053,
706782289,17,212,0.0802,1944,-0.0157,-0.0053,
706845282,17,212,0.0802,1944,-0.0157,-0.0053,
707096091,17,212,0.0802,1944,-0.0157,-0.0053,
707218287,17,212,0.0802,1944,-0.0157,-0.0053,
707283091,17,212,0.0802,1944,-0.0157,-0.0053,
707469298,17,212,0.0802,1944,-0.0157,-0.0053,
707595044,17,212,0.0802,1944,-0.0157,-0.0053,
707656282,17,212,0.0802,1944,-0.0157,-0.0053,
707720282,17,212,0.0802,1944,-0.0157,-0.0053,
707781282,17,212,0.0802,1944,-0.0157,-0.0053,
707844282,17,212,0.0802,1944,-0.0157,-0.0053,
707907900,17,212,0.0802,1944,-0.0157,-0.0053,
707971283,17,212,0.0802,1944,-0.0157,-0.0053,
708156282,17,212,0.0802,1944,-0.0157,-0.0053,
708156282,17,212,0.0802,1944,-0.0157,-0.0053,
708218287,17,212,0.0802,1944,-0.0157,-0.0053,
708283290,17,212,0.0802,1944,-0.0157,-0.0053,
708348282,17,212,0.0802,1944,-0.0157,-0.0053,
708410282,17,212,0.0802,1944,-0.0157,-0.0053,
708472282,17,212,0.0802,1944,-0.0157,-0.0053,
708658282,17,212,0.0802,1944,-0.0157,-0.0053,
708719283,17,212,0.0802,1944,-0.0157,-0.0053,
708781282,17,212,0.0802,1944,-0.0157,-0.0053,
708970282,17,212,0.0802,1944,-0.0157,-0.0053,
709093282,17,212,0.0802,1944,-0.0157,-0.0053,
709221283,17,212,0.0802,1944,-0.0157,-0.0053,
709282606,17,212,0.0802,1944,-0.0157,-0.0053,
709344282,17,212,0.0802,1944,-0.0157,-0.0053,
709405282,17,212,0.0802,1944,-0.0157,-0.0053,
709662599,17,212,0.0802,1944,-0.0157,-0.0053,
709723285,17,212,0.0802,1944,-0.0157,-0.0053,
709784282,33,329,0.1003,1609,-0.0062,0.0848,
709847284,33,329,0.1003,1609,-0.0062,0.0848,
709908279,33,329,0.1003,1609,-0.0062,0.0848,
709971285,-20,-184,0.1087,1990,-0.0538,-0.0039,
710341285,-20,-184,0.1087,1990,-0.0538,-0.0039,
710532521,27,198,0.1364,1885,0.0226,-0.0326,
710594285,93,857,0.1085,1174,-0.0028,-0.0025,
710719069,93,857,0.1085,1174,-0.0028,-0.0025,
710784285,93,857,0.1085,1174,-0.0028,-0.0025,
710906284,93,857,0.1085,1174,-0.0028,-0.0025,
711034113,93,857,0.1085,1174,-0.0028,-0.0025,
711156285,93,857,0.1085,1174,-0.0028,-0.0025,
711219607,93,857,0.1085,1174,-0.0028,-0.0025,
711280284,23,211,0.109,1958,-0.5304,-0.1024,
711344993,23,211,0.109,1958,-0.5304,-0.1024,
711593285,23,211,0.109,1958,-0.5304,-0.1024,
711909285,23,211,0.109,1958,-0.5304,-0.1024,
712034285,23,211,0.109,1958,-0.5304,-0.1024,
712096285,23,211,0.109,1958,-0.5304,-0.1024,
712157285,23,211,0.109,1958,-0.5304,-0.1024,
712218285,23,211,0.109,1958,-0.5304,-0.1024,
712347285,23,211,0.109,1958,-0.5304,-0.1024,
712533285,23,211,0.109,1958,-0.5304,-0.1024,
712659285,23,211,0.109,1958,-0.5304,-0.1024,
712909665,23,211,0.109,1958,-0.5304,-0.1024,
713283285,23,211,0.109,1958,-0.5304,-0.1024,
713345578,23,211,0.109,1958,-0.5304,-0.1024,
713471094,23,211,0.109,1958,-0.5304,-0.1024,
713533858,23,211,0.109,1958,-0.5304,-0.1024,
713721284,23,211,0.109,1958,-0.5304,-0.1024,
713784284,23,211,0.109,1958,-0.5304,-0.1024,
713845799,23,211,0.109,1958,-0.5304,-0.1024,
713972289,23,211,0.109,1958,-0.5304,-0.1024,
714033285,28,225,0.1244,1854,-0.2795,-0.0668,
714160289,-7,-77,0.0909,1268,0.011,0.0025,
714223285,-7,-77,0.0909,1268,0.011,0.0025,
714410284,-7,-77,0.0909,1268,0.011,0.0025,
714472589,-7,-77,0.0909,1268,0.011,0.0025,
714533279,11,122,0.0902,1983,-0.0332,-0.0026,
714596285,11,122,0.0902,1983,-0.0332,-0.0026,
714659284,11,122,0.0902,1983,-0.0332,-0.0026,
714722284,-22,-306,0.0719,1894,-0.067,-0.0119,
714909285,-22,-306,0.0719,1894,-0.067,-0.0119,
714972285,-22,-306,0.0719,1894,-0.067,-0.0119,
715036285,-22,-306,0.0719,1894,-0.067,-0.0119,
715097191,-22,-306,0.0719,1894,-0.067,-0.0119,
715158450,-22,-306,0.0719,1894,-0.067,-0.0119,
715284093,-22,-306,0.0719,1894,-0.067,-0.0119,
715345548,-22,-306,0.0719,1894,-0.067,-0.0119,
715406746,-22,-306,0.0719,1894,-0.067,-0.0119,
715471285,-22,-306,0.0719,1894,-0.067,-0.0119,
715659285,-22,-306,0.0719,1894,-0.067,-0.0119,
715720282,-22,-306,0.0719,1894,-0.067,-0.0119,
715908289,-22,-306,0.0719,1894,-0.067,-0.0119,
716157284,-22,-306,0.0719,1894,-0.067,-0.0119,
716281285,-22,-306,0.0719,1894,-0.067,-0.0119,
716342500,-22,-306,0.0719,1894,-0.067,-0.0119,
716466513,-22,-306,0.0719,1894,-0.067,-0.0119,
716658719,-22,-306,0.0719,1894,-0.067,-0.0119,
716909285,-22,-306,0.0719,1894,-0.067,-0.0119,
717155285,-22,-306,0.0719,1894,-0.067,-0.0119,
717405285,-22,-306,0.0719,1894,-0.067,-0.0119,
717468284,-22,-306,0.0719,1894,-0.067,-0.0119,
717593557,-22,-306,0.0719,1894,-0.067,-0.0119,
717655289,-22,-306,0.0719,1894,-0.067,-0.0119,
717720093,-22,-306,0.0719,1894,-0.067,-0.0119,
717845497,-22,-306,0.0719,1894,-0.067,-0.0119,
717908789,-22,-306,0.0719,1894,-0.067,-0.0119,
718097284,-22,-306,0.0719,1894,-0.067,-0.0119,
718158284,-22,-306,0.0719,1894,-0.067,-0.0119,
718221333,-22,-306,0.0719,1894,-0.067,-0.0119,
718282278,-22,-306,0.0719,1894,-0.067,-0.0119,
718346285,-22,-306,0.0719,1894,-0.067,-0.0119,
718470284,-22,-306,0.0719,1894,-0.067,-0.0119,
718595493,-22,-306,0.0719,1894,-0.067,-0.0119,
718720284,-22,-306,0.0719,1894,-0.067,-0.0119,
718782284,-22,-306,0.0719,1894,-0.067,-0.0119,
718846208,-22,-306,0.0719,1894,-0.067,-0.0119,
718971285,-22,-306,0.0719,1894,-0.067,-0.0119,
719032285,-22,-306,0.0719,1894,-0.067,-0.0119,
719093284,-22,-306,0.0719,1894,-0.067,-0.0119,
719156040,-22,-306,0.0719,1894,-0.067,-0.0119,
719218288,22,238,0.0924,1903,-0.0124,0.0095,
719343294,21,262,0.0802,1655,0.0906,0.0182,
719407322,21,262,0.0802,1655,0.0906,0.0182,
719469282,21,262,0.0802,1655,0.0906,0.0182,
719594285,21,262,0.0802,1655,0.0906,0.0182,
719716284,20,241,0.083,1930,0.0229,0.0316,
719778724,20,241,0.083,1930,0.0229,0.0316,
719843762,20,241,0.083,1930,0.0229,0.0316,
719906285,15,253,0.0593,1956,-0.1398,-0.0242,
719969284,74,956,0.0774,1013,0.0018,0.0142,
720092526,74,956,0.0774,1013,0.0018,0.0142,
720157289,74,956,0.0774,1013,0.0018,0.0142,
720281285,74,956,0.0774,1013,0.0018,0.0142,
720343285,74,956,0.0774,1013,0.0018,0.0142,
720405078,74,956,0.0774,1013,0.0018,0.0142,
720471284,74,956,0.0774,1013,0.0018,0.0142,
720532279,2,20,0.1,1847,-0.1237,-0.025,
720656284,2,20,0.1,1847,-0.1237,-0.025,
720718282,97,839,0.1156,932,-0.0223,-0.0204,
720843284,97,839,0.1156,932,-0.0223,-0.0204,
720905285,97,839,0.1156,932,-0.0223,-0.0204,
720967284,97,839,0.1156,932,-0.0223,-0.0204,
721094306,97,839,0.1156,932,-0.0223,-0.0204,
721600559,18,187,0.0963,1777,0.01,-0.0014,
721664099,18,187,0.0963,1777,0.01,-0.0014,
721915159,18,187,0.0963,1777,0.01,-0.0014,
721978279,18,187,0.0963,1777,0.01,-0.0014,
722040286,18,187,0.0963,1777,0.01,-0.0014,
722101284,18,187,0.0963,1777,0.01,-0.0014,
722163285,18,187,0.0963,1777,0.01,-0.0014,
722226565,18,187,0.0963,1777,0.01,-0.0014,
722289289,18,187,0.0963,1777,0.01,-0.0014,
722476284,18,187,0.0963,1777,0.01,-0.0014,
722539619,18,187,0.0963,1777,0.01,-0.0014,
722602289,16,193,0.0829,1951,-0.0315,-0.0031,
722663285,16,193,0.0829,1951,-0.0315,-0.0031,
722913279,16,193,0.0829,1951,-0.0315,-0.0031,
722975285,16,193,0.0829,1951,-0.0315,-0.0031,
723038285,16,193,0.0829,1951,-0.0315,-0.0031,
723100285,16,193,0.0829,1951,-0.0315,-0.0031,
723166714,16,193,0.0829,1951,-0.0315,-0.0031,
723416285,16,193,0.0829,1951,-0.0315,-0.0031,
723481265,16,193,0.0829,1951,-0.0315,-0.0031,
723541285,16,193,0.0829,1951,-0.0315,-0.0031,
723602285,16,193,0.0829,1951,-0.0315,-0.0031,
723664473,16,193,0.0829,1951,-0.0315,-0.0031,
723915291,16,193,0.0829,1951,-0.0315,-0.0031,
723976279,16,193,0.0829,1951,-0.0315,-0.0031,
724039285,30,262,0.1145,2019,-0.0173,0.0154,
724227284,30,262,0.1145,2019,-0.0173,0.0154,
724288291,30,262,0.1145,2019,-0.0173,0.0154,
724416282,30,262,0.1145,2019,-0.0173,0.0154,
724539285,30,262,0.1145,2019,-0.0173,0.0154,
724662285,30,262,0.1145,2019,-0.0173,0.0154,
724724598,30,262,0.1145,2019,-0.0173,0.0154,
724786289,30,262,0.1145,2019,-0.0173,0.0154,
724848285,30,262,0.1145,2019,-0.0173,0.0154,
724973285,30,262,0.1145,2019,-0.0173,0.0154,
725098289,28,221,0.1267,2009,0.4733,0.1319,
725160453,28,221,0.1267,2009,0.4733,0.1319,
725284285,28,221,0.1267,2009,0.4733,0.1319,
725349126,28,221,0.1267,2009,0.4733,0.1319,
725413284,28,221,0.1267,2009,0.4733,0.1319,
725476289,28,221,0.1267,2009,0.4733,0.1319,
725664454,28,221,0.1267,2009,0.4733,0.1319,
725726284,28,221,0.1267,2009,0.4733,0.1319,
725909284,75,581,0.1291,1673,0.0463,0.0049,
726100285,75,581,0.1291,1673,0.0463,0.0049,
726289447,83,762,0.1089,1454,0.2427,-0.0991,
